# DO NOT EDIT THIS FILE MANUALLY.
# Use the CLI instead.
#
# FROM-URL	TO-URL
/zh-CN/docs/2332	/zh-CN/docs/Web/API/Element/attributes
/zh-CN/docs/AJAX	/zh-CN/docs/Learn_web_development/Core/Scripting/Network_requests
/zh-CN/docs/AJAX/Getting_Started	/zh-CN/docs/Learn_web_development/Core/Scripting/Network_requests
/zh-CN/docs/AJAX/开始	/zh-CN/docs/Learn_web_development/Core/Scripting/Network_requests
/zh-CN/docs/AJAX:Getting_Started	/zh-CN/docs/Learn_web_development/Core/Scripting/Network_requests
/zh-CN/docs/AJAX:开始	/zh-CN/docs/Learn_web_development/Core/Scripting/Network_requests
/zh-CN/docs/API	/zh-CN/docs/Web/API
/zh-CN/docs/API/Pointer_Lock_API	/zh-CN/docs/Web/API/Pointer_Lock_API
/zh-CN/docs/A_re-introduction_to_JavaScript	/zh-CN/docs/Web/JavaScript/Guide/Language_overview
/zh-CN/docs/Boolean	/zh-CN/docs/Web/JavaScript/Reference/Global_Objects/Boolean
/zh-CN/docs/CORS_Enabled_Image	/zh-CN/docs/Web/HTML/How_to/CORS_enabled_image
/zh-CN/docs/CSS	/zh-CN/docs/Web/CSS
/zh-CN/docs/CSS/::after	/zh-CN/docs/Web/CSS/Reference/Selectors/::after
/zh-CN/docs/CSS/:first-child	/zh-CN/docs/Web/CSS/Reference/Selectors/:first-child
/zh-CN/docs/CSS/:only-child	/zh-CN/docs/Web/CSS/Reference/Selectors/:only-child
/zh-CN/docs/CSS/@document	/zh-CN/docs/Web/CSS/Reference/At-rules/@document
/zh-CN/docs/CSS/@font-face	/zh-CN/docs/Web/CSS/Reference/At-rules/@font-face
/zh-CN/docs/CSS/@supports	/zh-CN/docs/Web/CSS/Reference/At-rules/@supports
/zh-CN/docs/CSS/Adjacent_sibling_selectors	/zh-CN/docs/Web/CSS/Reference/Selectors/Next-sibling_combinator
/zh-CN/docs/CSS/At-rule	/zh-CN/docs/Web/CSS/Guides/Syntax/At-rules
/zh-CN/docs/CSS/Attribute_selectors	/zh-CN/docs/Web/CSS/Reference/Selectors/Attribute_selectors
/zh-CN/docs/CSS/Block_formatting_context	/zh-CN/docs/Web/CSS/Guides/Display/Block_formatting_context
/zh-CN/docs/CSS/CSS_Reference/Webkit_Extensions	/zh-CN/docs/Web/CSS/Reference/Webkit_extensions
/zh-CN/docs/CSS/CSS_animated_properties	/zh-CN/docs/Web/CSS/Guides/Animations/Animatable_properties
/zh-CN/docs/CSS/CSS_reference	/zh-CN/docs/Web/CSS/Reference
/zh-CN/docs/CSS/CSS_values_syntax	/zh-CN/docs/Web/CSS
/zh-CN/docs/CSS/CSS_一般问题	/zh-CN/docs/Learn_web_development/Howto/Solve_CSS_problems/CSS_FAQ
/zh-CN/docs/CSS/Child_selectors	/zh-CN/docs/Web/CSS/Reference/Selectors/Child_combinator
/zh-CN/docs/CSS/Class_selectors	/zh-CN/docs/Web/CSS/Reference/Selectors/Class_selectors
