# DO NOT EDIT THIS FILE MANUALLY.
# Use the CLI instead:
#
#    yarn content add-redirect <fromURL> <toURL>
#
# FROM-URL	TO-URL
/pt-PT/docs/AJAX	/pt-PT/docs/Web/Guide/AJAX
/pt-PT/docs/AJAX/Como_começar	/pt-PT/docs/Web/Guide/AJAX/Getting_Started
/pt-PT/docs/AJAX:Como_começar	/pt-PT/docs/Web/Guide/AJAX/Getting_Started
/pt-PT/docs/Acentuação_para_conteúdos_carregados_por_AJAX	/pt-PT/docs/orphaned/Acentuação_para_conteúdos_carregados_por_AJAX
/pt-PT/docs/Acessibilidade	/pt-PT/docs/Web/Accessibility
/pt-PT/docs/Atualizando_extensões_para_o_Firefox_3	/pt-PT/docs/Mozilla/Firefox/Releases/3/Updating_extensions
/pt-PT/docs/Atualizando_extensões_para_o_Firefox_3.5	/pt-PT/docs/Mozilla/Firefox/Releases/3.5/Updating_extensions
/pt-PT/docs/CSS	/pt-PT/docs/Web/CSS
/pt-PT/docs/CSS/:after	/pt-PT/docs/Web/CSS/::after
/pt-PT/docs/CSS/:before	/pt-PT/docs/Web/CSS/::before
/pt-PT/docs/CSS/@font-face	/pt-PT/docs/Web/CSS/@font-face
/pt-PT/docs/CSS/@import	/pt-PT/docs/Web/CSS/@import
/pt-PT/docs/CSS/@media	/pt-PT/docs/Web/CSS/@media
/pt-PT/docs/CSS/Como_começar	/pt-PT/docs/Learn/CSS/First_steps
/pt-PT/docs/CSS/Como_começar/CSS_legível	/pt-PT/docs/Learn/CSS/First_steps/How_CSS_is_structured
/pt-PT/docs/CSS/Como_começar/Caixas	/pt-PT/docs/Learn/CSS/Building_blocks
/pt-PT/docs/CSS/Como_começar/Cascata_e_herança	/pt-PT/docs/Learn/CSS/Building_blocks/Cascade_and_inheritance
/pt-PT/docs/CSS/Como_começar/Como_o_CSS_trabalha	/pt-PT/docs/Learn/CSS/First_steps/How_CSS_works
/pt-PT/docs/CSS/Como_começar/Conteúdo	/pt-PT/docs/Learn/CSS/Howto/Generated_content
/pt-PT/docs/CSS/Como_começar/Cor	/pt-PT/docs/Learn/CSS/Building_blocks/Values_and_units
/pt-PT/docs/CSS/Como_começar/Dados_XML	/pt-PT/docs/Web/CSS/Como_começar/Dados_XML
/pt-PT/docs/CSS/Como_começar/Disposição	/pt-PT/docs/Learn/CSS/CSS_layout
/pt-PT/docs/CSS/Como_começar/Estilos_de_texto	/pt-PT/docs/Learn/CSS/Styling_text/Fundamentals
/pt-PT/docs/CSS/Como_começar/Gráficos_SVG	/pt-PT/docs/Web/SVG/Tutorial/SVG_and_CSS
/pt-PT/docs/CSS/Como_começar/Interfaces_de_usuário_XUL	/pt-PT/docs/Web/CSS/Como_começar/Interfaces_de_usuário_XUL
/pt-PT/docs/CSS/Como_começar/JavaScript	/pt-PT/docs/Learn/JavaScript/Client-side_web_APIs/Manipulating_documents
/pt-PT/docs/CSS/Como_começar/Listas	/pt-PT/docs/Learn/CSS/Styling_text/Styling_lists
/pt-PT/docs/CSS/Como_começar/Mídia	/pt-PT/docs/Web/Progressive_web_apps/Responsive/Media_types
/pt-PT/docs/CSS/Como_começar/O_que_é_CSS	/pt-PT/docs/conflicting/Learn/CSS/First_steps/How_CSS_works
/pt-PT/docs/CSS/Como_começar/O_que_é_CSS?	/pt-PT/docs/orphaned/Web/CSS/Como_começar/O_que_é_CSS?
/pt-PT/docs/CSS/Como_começar/Porque_usar_CSS	/pt-PT/docs/conflicting/Learn/CSS/First_steps/How_CSS_works_0767812f50daab83155d62da97c6e460
/pt-PT/docs/CSS/Como_começar/Seletores	/pt-PT/docs/Learn/CSS/Building_blocks/Selectors
/pt-PT/docs/CSS/Como_começar/Tabelas	/pt-PT/docs/Learn/CSS/Building_blocks/Styling_tables
/pt-PT/docs/CSS/Consulta_de_mídia	/pt-PT/docs/Web/CSS/Media_Queries/Using_media_queries
/pt-PT/docs/CSS/Getting_Started/JavaScript	/pt-PT/docs/Learn/JavaScript/Client-side_web_APIs/Manipulating_documents
/pt-PT/docs/CSS/Múltiplos_fundos	/pt-PT/docs/Web/CSS/CSS_Backgrounds_and_Borders/Using_multiple_backgrounds
/pt-PT/docs/CSS/Múltiplos_planos_de_fundo	/pt-PT/docs/Web/CSS/CSS_Backgrounds_and_Borders/Using_multiple_backgrounds
/pt-PT/docs/CSS/Usando_transformações_CSS	/pt-PT/docs/Web/CSS/CSS_Transforms/Using_CSS_transforms
/pt-PT/docs/CSS/azimuth	/pt-PT/docs/Web/CSS/azimuth
/pt-PT/docs/CSS/background	/pt-PT/docs/Web/CSS/background
/pt-PT/docs/CSS/background-attachment	/pt-PT/docs/Web/CSS/background-attachment
/pt-PT/docs/CSS/background-color	/pt-PT/docs/Web/CSS/background-color
/pt-PT/docs/CSS/background-image	/pt-PT/docs/Web/CSS/background-image
/pt-PT/docs/CSS/background-position	/pt-PT/docs/Web/CSS/background-position
/pt-PT/docs/CSS/background-repeat	/pt-PT/docs/Web/CSS/background-repeat
/pt-PT/docs/CSS/border	/pt-PT/docs/Web/CSS/border
/pt-PT/docs/CSS/border-bottom	/pt-PT/docs/Web/CSS/border-bottom
/pt-PT/docs/CSS/border-bottom-color	/pt-PT/docs/Web/CSS/border-bottom-color
/pt-PT/docs/CSS/border-bottom-style	/pt-PT/docs/Web/CSS/border-bottom-style
/pt-PT/docs/CSS/border-bottom-width	/pt-PT/docs/Web/CSS/border-bottom-width
/pt-PT/docs/CSS/border-collapse	/pt-PT/docs/Web/CSS/border-collapse
/pt-PT/docs/CSS/border-color	/pt-PT/docs/Web/CSS/border-color
/pt-PT/docs/CSS/border-left	/pt-PT/docs/Web/CSS/border-left
/pt-PT/docs/CSS/border-left-color	/pt-PT/docs/Web/CSS/border-left-color
/pt-PT/docs/CSS/border-left-style	/pt-PT/docs/Web/CSS/border-left-style
/pt-PT/docs/CSS/border-left-width	/pt-PT/docs/Web/CSS/border-left-width
/pt-PT/docs/CSS/border-right	/pt-PT/docs/Web/CSS/border-right
/pt-PT/docs/CSS/border-right-color	/pt-PT/docs/Web/CSS/border-right-color
/pt-PT/docs/CSS/border-right-style	/pt-PT/docs/Web/CSS/border-right-style
/pt-PT/docs/CSS/border-right-width	/pt-PT/docs/Web/CSS/border-right-width
/pt-PT/docs/CSS/border-spacing	/pt-PT/docs/Web/CSS/border-spacing
/pt-PT/docs/CSS/border-top	/pt-PT/docs/Web/CSS/border-top
/pt-PT/docs/CSS/border-top-color	/pt-PT/docs/Web/CSS/border-top-color
/pt-PT/docs/CSS/border-top-style	/pt-PT/docs/Web/CSS/border-top-style
/pt-PT/docs/CSS/border-top-width	/pt-PT/docs/Web/CSS/border-top-width
/pt-PT/docs/CSS/border-width	/pt-PT/docs/Web/CSS/border-width
/pt-PT/docs/CSS/bottom	/pt-PT/docs/Web/CSS/bottom
/pt-PT/docs/CSS/clear	/pt-PT/docs/Web/CSS/clear
/pt-PT/docs/CSS/color	/pt-PT/docs/Web/CSS/color
/pt-PT/docs/CSS/content	/pt-PT/docs/Web/CSS/content
/pt-PT/docs/CSS/counter-increment	/pt-PT/docs/Web/CSS/counter-increment
/pt-PT/docs/CSS/counter-reset	/pt-PT/docs/Web/CSS/counter-reset
/pt-PT/docs/CSS/cursor	/pt-PT/docs/Web/CSS/cursor
/pt-PT/docs/CSS/direction	/pt-PT/docs/Web/CSS/direction
/pt-PT/docs/CSS/display	/pt-PT/docs/Web/CSS/display
/pt-PT/docs/CSS/float	/pt-PT/docs/Web/CSS/float
/pt-PT/docs/CSS/font	/pt-PT/docs/Web/CSS/font
/pt-PT/docs/CSS/font-size	/pt-PT/docs/Web/CSS/font-size
/pt-PT/docs/CSS/font-size-adjust	/pt-PT/docs/Web/CSS/font-size-adjust
/pt-PT/docs/CSS/font-style	/pt-PT/docs/Web/CSS/font-style
/pt-PT/docs/CSS/font-weight	/pt-PT/docs/Web/CSS/font-weight
/pt-PT/docs/CSS/height	/pt-PT/docs/Web/CSS/height
/pt-PT/docs/CSS/inherit	/pt-PT/docs/Web/CSS/inherit
/pt-PT/docs/CSS/list-style	/pt-PT/docs/Web/CSS/list-style
/pt-PT/docs/CSS/top	/pt-PT/docs/Web/CSS/top
/pt-PT/docs/CSS/width	/pt-PT/docs/Web/CSS/width
/pt-PT/docs/CSS/z-index	/pt-PT/docs/Web/CSS/z-index
/pt-PT/docs/CSS::after	/pt-PT/docs/Web/CSS/::after
/pt-PT/docs/CSS::before	/pt-PT/docs/Web/CSS/::before
/pt-PT/docs/CSS:@import	/pt-PT/docs/Web/CSS/@import
/pt-PT/docs/CSS:@media	/pt-PT/docs/Web/CSS/@media
/pt-PT/docs/CSS:Como_começar	/pt-PT/docs/Learn/CSS/First_steps
/pt-PT/docs/CSS:Como_começar:CSS_legível	/pt-PT/docs/Learn/CSS/First_steps/How_CSS_is_structured
/pt-PT/docs/CSS:Como_começar:Caixas	/pt-PT/docs/Learn/CSS/Building_blocks
/pt-PT/docs/CSS:Como_começar:Cascata_e_herança	/pt-PT/docs/Learn/CSS/Building_blocks/Cascade_and_inheritance
/pt-PT/docs/CSS:Como_começar:Como_o_CSS_trabalha	/pt-PT/docs/Learn/CSS/First_steps/How_CSS_works
/pt-PT/docs/CSS:Como_começar:Conteúdo	/pt-PT/docs/Learn/CSS/Howto/Generated_content
/pt-PT/docs/CSS:Como_começar:Cor	/pt-PT/docs/Learn/CSS/Building_blocks/Values_and_units
/pt-PT/docs/CSS:Como_começar:Dados_XML	/pt-PT/docs/Web/CSS/Como_começar/Dados_XML
/pt-PT/docs/CSS:Como_começar:Disposição	/pt-PT/docs/Learn/CSS/CSS_layout
/pt-PT/docs/CSS:Como_começar:Estilos_de_texto	/pt-PT/docs/Learn/CSS/Styling_text/Fundamentals
/pt-PT/docs/CSS:Como_começar:Gráficos_SVG	/pt-PT/docs/Web/SVG/Tutorial/SVG_and_CSS
/pt-PT/docs/CSS:Como_começar:Interfaces_de_usuário_XUL	/pt-PT/docs/Web/CSS/Como_começar/Interfaces_de_usuário_XUL
/pt-PT/docs/CSS:Como_começar:JavaScript	/pt-PT/docs/Learn/JavaScript/Client-side_web_APIs/Manipulating_documents
/pt-PT/docs/CSS:Como_começar:Listas	/pt-PT/docs/Learn/CSS/Styling_text/Styling_lists
/pt-PT/docs/CSS:Como_começar:Mídia	/pt-PT/docs/Web/Progressive_web_apps/Responsive/Media_types
/pt-PT/docs/CSS:Como_começar:O_que_é_CSS	/pt-PT/docs/conflicting/Learn/CSS/First_steps/How_CSS_works
/pt-PT/docs/CSS:Como_começar:O_que_é_CSS?	/pt-PT/docs/orphaned/Web/CSS/Como_começar/O_que_é_CSS?
/pt-PT/docs/CSS:Como_começar:Porque_usar_CSS	/pt-PT/docs/conflicting/Learn/CSS/First_steps/How_CSS_works_0767812f50daab83155d62da97c6e460
/pt-PT/docs/CSS:Como_começar:Seletores	/pt-PT/docs/Learn/CSS/Building_blocks/Selectors
/pt-PT/docs/CSS:Como_começar:Tabelas	/pt-PT/docs/Learn/CSS/Building_blocks/Styling_tables
/pt-PT/docs/CSS:azimuth	/pt-PT/docs/Web/CSS/azimuth
/pt-PT/docs/CSS:background	/pt-PT/docs/Web/CSS/background
/pt-PT/docs/CSS:background-attachment	/pt-PT/docs/Web/CSS/background-attachment
/pt-PT/docs/CSS:background-color	/pt-PT/docs/Web/CSS/background-color
/pt-PT/docs/CSS:background-image	/pt-PT/docs/Web/CSS/background-image
/pt-PT/docs/CSS:background-position	/pt-PT/docs/Web/CSS/background-position
/pt-PT/docs/CSS:background-repeat	/pt-PT/docs/Web/CSS/background-repeat
/pt-PT/docs/CSS:border	/pt-PT/docs/Web/CSS/border
/pt-PT/docs/CSS:border-bottom	/pt-PT/docs/Web/CSS/border-bottom
/pt-PT/docs/CSS:border-bottom-color	/pt-PT/docs/Web/CSS/border-bottom-color
/pt-PT/docs/CSS:border-bottom-style	/pt-PT/docs/Web/CSS/border-bottom-style
/pt-PT/docs/CSS:border-bottom-width	/pt-PT/docs/Web/CSS/border-bottom-width
/pt-PT/docs/CSS:border-collapse	/pt-PT/docs/Web/CSS/border-collapse
/pt-PT/docs/CSS:border-color	/pt-PT/docs/Web/CSS/border-color
/pt-PT/docs/CSS:border-left	/pt-PT/docs/Web/CSS/border-left
/pt-PT/docs/CSS:border-left-color	/pt-PT/docs/Web/CSS/border-left-color
/pt-PT/docs/CSS:border-left-style	/pt-PT/docs/Web/CSS/border-left-style
/pt-PT/docs/CSS:border-left-width	/pt-PT/docs/Web/CSS/border-left-width
/pt-PT/docs/CSS:border-right	/pt-PT/docs/Web/CSS/border-right
/pt-PT/docs/CSS:border-right-color	/pt-PT/docs/Web/CSS/border-right-color
/pt-PT/docs/CSS:border-right-style	/pt-PT/docs/Web/CSS/border-right-style
/pt-PT/docs/CSS:border-right-width	/pt-PT/docs/Web/CSS/border-right-width
/pt-PT/docs/CSS:border-spacing	/pt-PT/docs/Web/CSS/border-spacing
/pt-PT/docs/CSS:border-top	/pt-PT/docs/Web/CSS/border-top
/pt-PT/docs/CSS:border-top-color	/pt-PT/docs/Web/CSS/border-top-color
/pt-PT/docs/CSS:border-top-style	/pt-PT/docs/Web/CSS/border-top-style
/pt-PT/docs/CSS:border-top-width	/pt-PT/docs/Web/CSS/border-top-width
/pt-PT/docs/CSS:border-width	/pt-PT/docs/Web/CSS/border-width
/pt-PT/docs/CSS:bottom	/pt-PT/docs/Web/CSS/bottom
/pt-PT/docs/CSS:clear	/pt-PT/docs/Web/CSS/clear
/pt-PT/docs/CSS:color	/pt-PT/docs/Web/CSS/color
/pt-PT/docs/CSS:counter-increment	/pt-PT/docs/Web/CSS/counter-increment
/pt-PT/docs/CSS:counter-reset	/pt-PT/docs/Web/CSS/counter-reset
/pt-PT/docs/CSS:cursor	/pt-PT/docs/Web/CSS/cursor
/pt-PT/docs/CSS:direction	/pt-PT/docs/Web/CSS/direction
/pt-PT/docs/CSS:display	/pt-PT/docs/Web/CSS/display
/pt-PT/docs/CSS:float	/pt-PT/docs/Web/CSS/float
/pt-PT/docs/CSS:font	/pt-PT/docs/Web/CSS/font
/pt-PT/docs/CSS:font-size	/pt-PT/docs/Web/CSS/font-size
/pt-PT/docs/CSS:font-size-adjust	/pt-PT/docs/Web/CSS/font-size-adjust
/pt-PT/docs/CSS:font-style	/pt-PT/docs/Web/CSS/font-style
/pt-PT/docs/CSS:font-weight	/pt-PT/docs/Web/CSS/font-weight
/pt-PT/docs/CSS:height	/pt-PT/docs/Web/CSS/height
/pt-PT/docs/CSS:inherit	/pt-PT/docs/Web/CSS/inherit
/pt-PT/docs/CSS:list-style	/pt-PT/docs/Web/CSS/list-style
/pt-PT/docs/CSS:width	/pt-PT/docs/Web/CSS/width
/pt-PT/docs/CSS:z-index	/pt-PT/docs/Web/CSS/z-index
/pt-PT/docs/Componentes	/pt-PT/docs/orphaned/Componentes
/pt-PT/docs/Compressão_de_Temas	/pt-PT/docs/Empacotando_Temas
/pt-PT/docs/Configurando_um_servidor_de_atualização	/pt-PT/docs/orphaned/Configurando_um_servidor_de_atualização
/pt-PT/docs/Construir_uma_Extensão	/pt-PT/docs/orphaned/Construir_uma_Extensão
/pt-PT/docs/Controles_Customizados	/pt-PT/docs/orphaned/XForms/Controles_Customizados
/pt-PT/docs/Controles_XUL	/pt-PT/docs/orphaned/Controles_XUL
/pt-PT/docs/Criando_plugins_OpenSearch_para_o_Firefox	/pt-PT/docs/Web/OpenSearch
/pt-PT/docs/Criando_um_visual_para_o_Firefox	/pt-PT/docs/orphaned/Criando_um_visual_para_o_Firefox
/pt-PT/docs/Criando_um_visual_para_o_Firefox:Iniciando	/pt-PT/docs/Criando_um_visual_para_o_Firefox/Iniciando
/pt-PT/docs/Criando_um_visual_para_o_Firefox:UUID	/pt-PT/docs/Criando_um_visual_para_o_Firefox/UUID
/pt-PT/docs/Criando_um_visual_para_o_Firefox:contents.rdf	/pt-PT/docs/Criando_um_visual_para_o_Firefox/contents.rdf
/pt-PT/docs/Criando_um_visual_para_o_Firefox:install.rdf	/pt-PT/docs/Criando_um_visual_para_o_Firefox/install.rdf
/pt-PT/docs/Criar_uma_pele_para_o_Firefox	/pt-PT/docs/orphaned/Criar_uma_pele_para_o_Firefox
/pt-PT/docs/DHTML	/pt-PT/docs/Glossary/DHTML
/pt-PT/docs/DOM	/pt-PT/docs/Web/API/Document_Object_Model
/pt-PT/docs/DOM/DOM_Reference	/pt-PT/docs/Web/API/Document_Object_Model
/pt-PT/docs/DOM/DOM_Storage	/pt-PT/docs/Web/API/Web_Storage_API
/pt-PT/docs/DOM/Selection	/pt-PT/docs/Web/API/Selection
/pt-PT/docs/DOM/Storage	/pt-PT/docs/Web/API/Web_Storage_API
/pt-PT/docs/DOM/document.alinkColor	/pt-PT/docs/Web/API/Document/alinkColor
/pt-PT/docs/DOM/document.bgColor	/pt-PT/docs/Web/API/Document/bgColor
/pt-PT/docs/DOM/document.cookie	/pt-PT/docs/Web/API/Document/cookie
/pt-PT/docs/DOM/document.getElementsByClassName	/pt-PT/docs/Web/API/Document/getElementsByClassName
